date,time,liks,DL_sig
20210104,900,,
20210104,901,,
20210104,902,,
20210104,903,,
20210104,904,,
20210104,905,,
20210104,906,,
20210104,907,,
20210104,908,,
20210104,909,,
20210104,910,,
20210104,911,,
20210104,912,,
20210104,913,,
20210104,914,,
20210104,915,,
20210104,916,,
20210104,917,,
20210104,918,,
20210104,919,,
20210104,920,,
20210104,921,,
20210104,922,,
20210104,923,,
20210104,924,,
20210104,925,,
20210104,926,,
20210104,927,,
20210104,928,,
20210104,929,,
20210104,930,,
20210104,931,,
20210104,932,,
20210104,933,,
20210104,934,,
20210104,935,,
20210104,936,,
20210104,937,,
20210104,938,,
20210104,939,,
20210104,940,,
20210104,941,,
20210104,942,,
20210104,943,,
20210104,944,,
20210104,945,,
20210104,946,,
20210104,947,,
20210104,948,,
20210104,949,,
20210104,950,,
20210104,951,,
20210104,952,,
20210104,953,,
20210104,954,,
20210104,955,,
20210104,956,,
20210104,957,,
20210104,958,,
20210104,959,,
20210104,1000,,
20210104,1001,,
20210104,1002,,
20210104,1003,,
20210104,1004,,
20210104,1005,,
20210104,1006,,
20210104,1007,,
20210104,1008,,
20210104,1009,,
20210104,1010,,
20210104,1011,,
20210104,1012,,
20210104,1013,,
20210104,1014,,
20210104,1015,,
20210104,1016,,
20210104,1017,,
20210104,1018,,
20210104,1019,,
20210104,1020,,
20210104,1021,,
20210104,1022,,
20210104,1023,,
20210104,1024,,
20210104,1025,,
20210104,1026,,
20210104,1027,,
20210104,1028,,
20210104,1029,,
20210104,1030,,
20210104,1031,,
20210104,1032,,
20210104,1033,,
20210104,1034,,
20210104,1035,,
20210104,1036,,
20210104,1037,,
20210104,1038,,
20210104,1039,,
20210104,1040,,
20210104,1041,,
20210104,1042,,
20210104,1043,,
20210104,1044,,
20210104,1045,,
20210104,1046,,
20210104,1047,,
20210104,1048,,
20210104,1049,,
20210104,1050,,
20210104,1051,,
20210104,1052,,
20210104,1053,,
20210104,1054,,
20210104,1055,,
20210104,1056,,
20210104,1057,,
20210104,1058,,
20210104,1059,,
20210104,1100,,
20210104,1101,,
20210104,1102,,
20210104,1103,,
20210104,1104,,
20210104,1105,,
20210104,1106,,
20210104,1107,,
20210104,1108,,
20210104,1109,,
20210104,1110,,
20210104,1111,,
20210104,1112,,
20210104,1113,,
20210104,1114,,
20210104,1115,,
20210104,1116,,
20210104,1117,,
20210104,1118,,
20210104,1119,,
20210104,1120,,
20210104,1121,,
20210104,1122,,
20210104,1123,,
20210104,1124,,
20210104,1125,,
20210104,1126,,
20210104,1127,,
20210104,1128,,
20210104,1129,,
20210104,1130,,
20210104,1131,,
20210104,1132,,
20210104,1133,,
20210104,1134,,
20210104,1135,,
20210104,1136,,
20210104,1137,,
20210104,1138,,
20210104,1139,,
20210104,1140,,
20210104,1141,,
20210104,1142,,
20210104,1143,,
20210104,1144,,
20210104,1145,,
20210104,1146,,
20210104,1147,,
20210104,1148,,
20210104,1149,,
20210104,1150,,
20210104,1151,,
20210104,1152,,
20210104,1153,,
20210104,1154,,
20210104,1155,,
20210104,1156,,
20210104,1157,,
20210104,1158,,
20210104,1159,,
20210104,1200,,
20210104,1201,,
20210104,1202,,
20210104,1203,,
20210104,1204,,
20210104,1205,,
20210104,1206,,
20210104,1207,,
20210104,1208,,
20210104,1209,,
20210104,1210,,
20210104,1211,,
20210104,1212,,
20210104,1213,,
20210104,1214,,
20210104,1215,,
20210104,1216,,
20210104,1217,,
20210104,1218,,
20210104,1219,,
20210104,1220,,
20210104,1221,,
20210104,1222,,
20210104,1223,,
20210104,1224,,
20210104,1225,,
20210104,1226,,
20210104,1227,0.5542459487915039,2.0
20210104,1228,0.5127784609794617,2.0
20210104,1229,0.5728885531425476,2.0
20210104,1230,0.5528013110160828,2.0
20210104,1231,0.5030238628387451,2.0
20210104,1232,0.5517362356185913,2.0
20210104,1233,0.5766016840934753,2.0
20210104,1234,,
20210104,1235,0.6260825395584106,2.0
20210104,1236,0.5864762663841248,2.0
20210104,1237,,
20210104,1238,,
20210104,1239,0.5070410966873169,2.0
20210104,1240,0.5259328484535217,0.0
20210104,1241,0.5443992018699646,0.0
20210104,1242,0.5184329748153687,0.0
20210104,1243,0.5169928669929504,0.0
20210104,1244,,
20210104,1245,0.5266971588134766,2.0
20210104,1246,0.502068042755127,2.0
20210104,1247,0.5264943242073059,0.0
20210104,1248,0.5034045577049255,2.0
20210104,1249,0.5322693586349487,2.0
20210104,1250,0.6682741045951843,2.0
20210104,1251,0.6069253087043762,2.0
20210104,1252,0.5275237560272217,0.0
20210104,1253,,
20210104,1254,0.5244048833847046,0.0
20210104,1255,0.5188656449317932,0.0
20210104,1256,0.5201218128204346,0.0
20210104,1257,0.5551368594169617,0.0
20210104,1258,0.539929211139679,0.0
20210104,1259,,
20210104,1300,0.6689554452896118,2.0
20210104,1301,0.5897566080093384,2.0
20210104,1302,0.6013009548187256,2.0
20210104,1303,0.5664467811584473,2.0
20210104,1304,,
20210104,1305,,
20210104,1306,0.5068910121917725,0.0
20210104,1307,0.6090591549873352,2.0
20210104,1308,0.6243723034858704,2.0
20210104,1309,0.5425212979316711,2.0
20210104,1310,0.5149660110473633,2.0
20210104,1311,0.5572655200958252,2.0
20210104,1312,0.5166880488395691,0.0
20210104,1313,0.5287059545516968,0.0
20210104,1314,,
20210104,1315,0.5121500492095947,0.0
20210104,1316,0.5073871612548828,0.0
20210104,1317,0.5105233788490295,2.0
20210104,1318,0.5527777671813965,0.0
20210104,1319,0.5830578804016113,0.0
20210104,1320,0.5465160608291626,0.0
20210104,1321,,
20210104,1322,0.5436047315597534,0.0
20210104,1323,0.5535371899604797,0.0
20210104,1324,0.5049455165863037,0.0
20210104,1325,0.5595909953117371,0.0
20210104,1326,0.6136624813079834,0.0
20210104,1327,0.5841943621635437,0.0
20210104,1328,,
20210104,1329,,
20210104,1330,0.6037337183952332,0.0
20210104,1331,0.5108526945114136,2.0
20210104,1332,,
20210104,1333,,
20210104,1334,0.582327663898468,2.0
20210104,1335,0.5001816749572754,2.0
20210104,1336,0.5777456760406494,0.0
20210104,1337,0.549019992351532,2.0
20210104,1338,0.5382609367370605,0.0
20210104,1339,0.6148324012756348,0.0
20210104,1340,0.5502325892448425,0.0
20210104,1341,0.5430719256401062,0.0
20210104,1342,0.613383412361145,0.0
20210104,1343,,
20210104,1344,0.67448890209198,0.0
20210104,1345,0.6046229600906372,0.0
20210104,1346,0.6238242983818054,0.0
20210104,1347,0.6290403604507446,0.0
20210104,1348,0.5658752918243408,0.0
20210104,1349,,
20210104,1350,0.5637060403823853,0.0
20210104,1351,0.6047905087471008,0.0
20210104,1352,0.5989177227020264,0.0
20210104,1353,0.5319254398345947,0.0
20210104,1354,0.587225079536438,0.0
20210104,1355,0.5600523352622986,2.0
20210104,1356,0.5603684186935425,2.0
20210104,1357,,
20210104,1358,0.5764018893241882,2.0
20210104,1359,0.5402297973632812,2.0
20210104,1400,0.5256496071815491,2.0
20210104,1401,0.5094907879829407,2.0
20210104,1402,0.5879849791526794,0.0
20210104,1403,0.5203965306282043,0.0
20210104,1404,0.5330281257629395,0.0
20210104,1405,0.5647892355918884,0.0
20210104,1406,0.5155738592147827,2.0
20210104,1407,0.5110335946083069,0.0
20210104,1408,,
20210104,1409,0.5113447904586792,0.0
20210104,1410,0.6255556344985962,2.0
20210104,1411,0.6217969059944153,2.0
20210104,1412,0.5306634306907654,2.0
20210104,1413,0.5029633641242981,0.0
20210104,1414,0.5602660775184631,0.0
20210104,1415,0.5488771796226501,2.0
20210104,1416,0.540858268737793,0.0
20210104,1417,,
20210104,1418,0.534264087677002,0.0
20210104,1419,0.530206561088562,0.0
20210104,1420,0.5402001142501831,0.0
20210104,1421,0.5850507616996765,0.0
20210104,1422,0.5344104170799255,0.0
20210104,1423,0.5523379445075989,0.0
20210104,1424,,
20210104,1425,0.5780445337295532,0.0
20210104,1426,0.5423925518989563,0.0
20210104,1427,0.5562543272972107,0.0
20210104,1428,0.5716808438301086,0.0
20210104,1429,0.601315438747406,0.0
20210104,1430,0.6225295662879944,0.0
20210104,1431,0.5448485612869263,0.0
20210104,1432,0.5670558214187622,0.0
20210104,1433,0.5542579293251038,2.0
20210104,1434,0.5523742437362671,2.0
20210104,1435,0.5329434275627136,2.0
20210104,1436,0.6140701174736023,2.0
20210104,1437,0.6046494245529175,2.0
20210104,1438,0.5216996073722839,2.0
20210104,1439,0.5605587959289551,2.0
20210104,1440,0.5392293930053711,2.0
20210104,1441,0.5097599625587463,0.0
20210104,1442,0.5835714340209961,2.0
20210104,1443,0.6415020227432251,2.0
20210104,1444,0.5593053698539734,2.0
20210104,1445,0.5039766430854797,2.0
20210104,1446,0.5192984938621521,0.0
20210104,1447,0.5598068833351135,0.0
20210104,1448,0.50052809715271,2.0
20210104,1449,0.6177164912223816,0.0
20210104,1450,0.6088094711303711,0.0
20210104,1451,0.5153016448020935,0.0
20210104,1452,0.577933669090271,0.0
20210104,1453,0.5160373449325562,0.0
20210104,1454,0.5490497946739197,2.0
20210104,1455,0.5864092707633972,2.0
20210104,1456,0.5537651777267456,2.0
20210104,1457,0.542478621006012,2.0
20210104,1458,0.5169183015823364,2.0
20210104,1459,0.5088001489639282,2.0
20210104,1500,0.581642746925354,0.0
20210104,1501,0.6185007095336914,2.0
20210104,1502,0.5823785066604614,2.0
20210104,1503,0.5357368588447571,2.0
20210104,1504,0.6172600388526917,2.0
